import time: self [us] | cumulative | imported package
import time:      1954 |       2483 |           numpy.core._add_newdocs
import time:      1224 |       1224 |           numpy.core._add_newdocs_scalars
import time:       913 |        913 |           numpy.core._dtype_ctypes
import time:       813 |        813 |               _ast
import time:      1595 |       2407 |             ast
import time:      4158 |       4158 |               _ctypes
import time:      1050 |       1050 |               ctypes._endian
import time:      1678 |       6885 |             ctypes
import time:      1510 |      10801 |           numpy.core._internal
import time:       848 |        848 |           numpy._pytesttester
import time:      1580 |      61108 |         numpy.core
import time:        32 |      61140 |       numpy.core._multiarray_umath
import time:      1033 |      62172 |     numpy.__config__
import time:      1084 |       1084 |       numpy.lib.mixins
import time:       847 |        847 |           numpy.lib.ufunclike
import time:       963 |       1810 |         numpy.lib.type_check
import time:       917 |       2727 |       numpy.lib.scimath
import time:      2687 |       2687 |                 typing
import time:      1526 |       1526 |                   numpy.lib.stride_tricks
import time:      1099 |       2625 |                 numpy.lib.twodim_base
import time:       806 |        806 |                 numpy.linalg._umath_linalg
import time:       749 |        749 |                   __future__
import time:       984 |        984 |                   numpy._typing._nested_sequence
import time:       766 |        766 |                   numpy._typing._nbit
import time:      1445 |       1445 |                   numpy._typing._char_codes
import time:       977 |        977 |                   numpy._typing._scalars
import time:       776 |        776 |                   numpy._typing._shape
import time:      1737 |       1737 |                   numpy._typing._dtype_like
import time:      2117 |       2117 |                   numpy._typing._array_like
import time:      1193 |      10740 |                 numpy._typing
import time:      1807 |      18662 |               numpy.linalg.linalg
import time:       884 |      19546 |             numpy.linalg
import time:      1212 |      20758 |           numpy.matrixlib.defmatrix
import time:       863 |      21621 |         numpy.matrixlib
import time:       999 |        999 |           numpy.lib.histograms
import time:      1693 |       2691 |         numpy.lib.function_base
import time:      1103 |      25413 |       numpy.lib.index_tricks
import time:      1132 |       1132 |       numpy.lib.nanfunctions
import time:      1037 |       1037 |       numpy.lib.shape_base
import time:      1257 |       1257 |       numpy.lib.polynomial
import time:      1667 |       1667 |         textwrap
import time:      1013 |       1013 |             signal
import time:       840 |        840 |               _weakrefset
import time:      1323 |       2162 |             threading
import time:       410 |        410 |             fcntl
import time:        54 |         54 |             msvcrt
import time:        76 |         76 |             _winapi
import time:      1190 |       4902 |           subprocess
import time:      2756 |       7658 |         platform
import time:      1272 |      10596 |       numpy.lib.utils
import time:      1091 |       1091 |       numpy.lib.arraysetops
import time:      1034 |       1034 |         weakref
import time:       887 |        887 |         numpy.lib.format
import time:       958 |        958 |         numpy.lib._datasource
import time:      1009 |       1009 |         numpy.lib._iotools
import time:      1212 |       5098 |       numpy.lib.npyio
import time:       833 |        833 |       numpy.lib.arrayterator
import time:       820 |        820 |       numpy.lib.arraypad
import time:       772 |        772 |       numpy.lib._version
import time:      1242 |      53095 |     numpy.lib
import time:       454 |        454 |         numpy.fft._pocketfft_internal
import time:      1067 |       1521 |       numpy.fft._pocketfft
import time:       838 |        838 |       numpy.fft.helper
import time:       893 |       3251 |     numpy.fft
import time:       737 |        737 |         numpy.polynomial.polyutils
import time:       992 |        992 |         numpy.polynomial._polybase
import time:      1183 |       2911 |       numpy.polynomial.polynomial
import time:      1998 |       1998 |       numpy.polynomial.chebyshev
import time:      1029 |       1029 |       numpy.polynomial.legendre
import time:       997 |        997 |       numpy.polynomial.hermite
import time:      1002 |       1002 |       numpy.polynomial.hermite_e
import time:      1079 |       1079 |       numpy.polynomial.laguerre
import time:       895 |       9908 |     numpy.polynomial
import time:       377 |        377 |               backports_abc
import time:       990 |       1367 |             numpy.random._common
import time:        84 |         84 |                 binascii
import time:       969 |       1053 |               base64
import time:      1809 |       1809 |                 _hashlib
import time:        69 |         69 |                   _blake2
import time:      1112 |       1180 |                 hashlib
import time:       877 |       3866 |               hmac
import time:        44 |         44 |                   _bisect
import time:       826 |        869 |                 bisect
import time:        31 |         31 |                 _random
import time:        30 |         30 |                 _sha512
import time:       981 |       1910 |               random
import time:       922 |       7749 |             secrets
import time:       897 |      10012 |           numpy.random.bit_generator
import time:       583 |        583 |           numpy.random._bounded_integers
import time:       471 |        471 |           numpy.random._mt19937
import time:      1347 |      12412 |         numpy.random.mtrand
import time:       522 |        522 |         numpy.random._philox
import time:       681 |        681 |         numpy.random._pcg64
import time:       492 |        492 |         numpy.random._sfc64
import time:      1002 |       1002 |         numpy.random._generator
import time:      1044 |      16151 |       numpy.random._pickle
import time:       930 |      17080 |     numpy.random
import time:      1133 |       1133 |     numpy.ctypeslib
import time:        52 |         52 |               _opcode
import time:       887 |        938 |             opcode
import time:      1157 |       2095 |           dis
import time:       917 |        917 |             importlib
import time:      1091 |       2008 |           importlib.machinery
import time:       900 |        900 |               token
import time:      1439 |       2338 |             tokenize
import time:       817 |       3154 |           linecache
import time:      2198 |       9454 |         inspect
import time:      2994 |      12447 |       numpy.ma.core
import time:      1623 |       1623 |       numpy.ma.extras
import time:       982 |      15051 |     numpy.ma
import time:      2716 |     170764 |   numpy
import time:       714 |        714 |       onnxruntime.capi
import time:       509 |        509 |       onnxruntime.capi._ld_preload
import time:      1669 |       1669 |         _socket
import time:      1046 |       1046 |           select
import time:      1495 |       2541 |         selectors
import time:      1897 |       6106 |       socket
import time:       737 |        737 |       onnxruntime.capi.version_info
import time:       923 |        923 |           numpy._core
import time:      1042 |       1964 |         numpy._core._multiarray_umath
import time:     73616 |      75579 |       onnxruntime.capi.onnxruntime_pybind11_state
import time:     14875 |      98517 |     onnxruntime.capi._pybind_state
import time:       914 |        914 |     onnxruntime.capi.onnxruntime_validation
import time:      1498 |       1498 |     onnxruntime.capi.onnxruntime_inference_collection
import time:       153 |        153 |     onnxruntime.experimental
import time:       697 |        697 |     onnxruntime.capi.build_and_package_info
import time:      1362 |     103139 |   onnxruntime
import time:       811 |        811 |       transformers.dependency_versions_table
import time:      1538 |       1538 |           huggingface_hub
import time:        63 |         63 |                 _json
import time:       997 |       1059 |               json.scanner
import time:      1181 |       2240 |             json.decoder
import time:      1127 |       1127 |             json.encoder
import time:      1006 |       4372 |           json
import time:       964 |        964 |             concurrent
import time:      1063 |       1063 |                 traceback
import time:        57 |         57 |                   _string
import time:      1374 |       1430 |                 string
import time:       113 |        113 |                 atexit
import time:      2167 |       4772 |               logging
import time:      1156 |       5928 |             concurrent.futures._base
import time:      1039 |       7930 |           concurrent.futures
import time:        55 |         55 |                 _heapq
import time:       840 |        894 |               heapq
import time:      1105 |       1105 |               _queue
import time:       986 |       2985 |             queue
import time:      1021 |       4005 |           concurrent.futures.thread
import time:       312 |        312 |                   org
import time:        24 |        335 |                 org.python
import time:        23 |        358 |               org.python.core
import time:       833 |       1191 |             copy
import time:      1765 |       2956 |           dataclasses
import time:       815 |        815 |                   email
import time:      1146 |       1961 |                 email.errors
import time:      1450 |       1450 |                   http
import time:       773 |        773 |                           email.quoprimime
import time:       719 |        719 |                           email.base64mime
import time:       872 |        872 |                               quopri
import time:       702 |       1573 |                             email.encoders
import time:       761 |       2334 |                           email.charset
import time:      1168 |       4992 |                         email.header
import time:      1514 |       1514 |                               locale
import time:       939 |       2453 |                             calendar
import time:       709 |       3162 |                           email._parseaddr
import time:      1087 |       4248 |                         email.utils
import time:       885 |      10125 |                       email._policybase
import time:      1018 |      11142 |                     email.feedparser
import time:       762 |      11904 |                   email.parser
import time:       780 |        780 |                     uu
import time:       898 |        898 |                     email._encoded_words
import time:       745 |        745 |                     email.iterators
import time:      1187 |       3609 |                   email.message
import time:      1713 |       1713 |                     _ssl
import time:      3523 |       5235 |                   ssl
import time:      1800 |      23997 |                 http.client
import time:      1311 |      27269 |               urllib3.exceptions
import time:       984 |        984 |                       urllib3.util.timeout
import time:      1707 |       2690 |                     urllib3.util.connection
import time:       683 |        683 |                       urllib3.util.util
import time:       334 |        334 |                       brotlicffi
import time:       265 |        265 |                       brotli
import time:       261 |        261 |                       compression
import time:       260 |        260 |                       zstandard
import time:      1235 |       3036 |                     urllib3.util.request
import time:       840 |        840 |                     urllib3.util.response
import time:      1100 |       1100 |                     urllib3.util.retry
import time:      8137 |       8137 |                       urllib3.util.url
import time:      1126 |       1126 |                       urllib3.util.ssltransport
import time:      1042 |      10304 |                     urllib3.util.ssl_
import time:       907 |        907 |                     urllib3.util.wait
import time:       973 |      19848 |                   urllib3.util
import time:        32 |      19879 |                 urllib3.util.connection
import time:      1409 |      21287 |               urllib3._base_connection
import time:      1271 |       1271 |               urllib3._collections
import time:       792 |        792 |               urllib3._version
import time:       873 |        873 |                       mimetypes
import time:       965 |       1837 |                     urllib3.fields
import time:       753 |       2590 |                   urllib3.filepost
import time:        98 |         98 |                     zlib
import time:       383 |        383 |                     brotlicffi
import time:       266 |        266 |                     brotli
import time:       115 |        115 |                             _csv
import time:      1071 |       1185 |                           csv
import time:       868 |        868 |                               importlib._abc
import time:       981 |       1849 |                             importlib.util
import time:       845 |        845 |                                 _compression
import time:       713 |        713 |                                 _bz2
import time:       942 |       2500 |                               bz2
import time:      1185 |       1185 |                                 _lzma
import time:      1232 |       2417 |                               lzma
import time:      1610 |       6526 |                             shutil
import time:      1832 |      10206 |                           zipfile
import time:       647 |        647 |                               importlib.metadata._functools
import time:       739 |       1386 |                             importlib.metadata._text
import time:      1083 |       2469 |                           importlib.metadata._adapters
import time:      1060 |       1060 |                           importlib.metadata._meta
import time:       936 |        936 |                           importlib.metadata._collections
import time:       769 |        769 |                           importlib.metadata._itertools
import time:      1177 |       1177 |                           importlib.abc
import time:      1843 |      19641 |                         importlib.metadata
import time:       711 |      20352 |                       urllib3.http2
import time:      1033 |       1033 |                       urllib3.http2.probe
import time:      1599 |       1599 |                         ipaddress
import time:       834 |       2433 |                       urllib3.util.ssl_match_hostname
import time:      1279 |      25096 |                     urllib3.connection
import time:       475 |        475 |                     compression
import time:       291 |        291 |                     zstandard
import time:      1350 |      27956 |                   urllib3.response
import time:       845 |      31390 |                 urllib3._request_methods
import time:       785 |        785 |                 urllib3.util.proxy
import time:      1159 |      33333 |               urllib3.connectionpool
import time:      1454 |       1454 |               urllib3.poolmanager
import time:      1272 |      86676 |             urllib3
import time:      1652 |       1652 |                     charset_normalizer.constant
import time:       803 |        803 |                       charset_normalizer.md__mypyc
import time:       686 |        686 |                         unicodedata
import time:        58 |         58 |                         _multibytecodec
import time:       988 |       1731 |                       charset_normalizer.utils
import time:       891 |       3425 |                     charset_normalizer.md
import time:      1612 |       1612 |                     charset_normalizer.models
import time:       793 |       7480 |                   charset_normalizer.cd
import time:       903 |       8382 |                 charset_normalizer.api
import time:       889 |        889 |                 charset_normalizer.legacy
import time:       721 |        721 |                 charset_normalizer.version
import time:       350 |        350 |                 simplejson
import time:       976 |        976 |                     tempfile
import time:       687 |        687 |                       urllib.response
import time:       847 |       1533 |                     urllib.error
import time:       874 |        874 |                     nturl2path
import time:      1844 |       5227 |                   urllib.request
import time:      3221 |       8447 |                 http.cookiejar
import time:      2916 |       2916 |                 http.cookies
import time:      1992 |      23694 |               requests.compat
import time:      1240 |      24933 |             requests.exceptions
import time:       395 |        395 |             chardet
import time:      1225 |       1225 |                   idna.idnadata
import time:       904 |        904 |                   idna.intranges
import time:      1333 |       3462 |                 idna.core
import time:       783 |        783 |                 idna.package_data
import time:      1018 |       5262 |               idna
import time:      1034 |       6295 |             requests.packages
import time:       736 |        736 |                         importlib._adapters
import time:       864 |       1600 |                       importlib._common
import time:       758 |       2357 |                     importlib.resources
import time:       806 |       3163 |                   certifi.core
import time:       891 |       4053 |                 certifi
import time:       657 |       4710 |               requests.certs
import time:       845 |        845 |               requests.__version__
import time:      1760 |       1760 |               requests._internal_utils
import time:      1020 |       1020 |               requests.cookies
import time:       884 |        884 |               requests.structures
import time:       883 |        883 |               importlib.readers
import time:      1341 |      11441 |             requests.utils
import time:       826 |        826 |                   requests.auth
import time:       810 |        810 |                       stringprep
import time:       761 |       1571 |                     encodings.idna
import time:       717 |        717 |                     requests.hooks
import time:       964 |        964 |                     requests.status_codes
import time:       897 |       4147 |                   requests.models
import time:       756 |        756 |                     urllib3.contrib
import time:       324 |        324 |                     socks
import time:       874 |       1954 |                   urllib3.contrib.socks
import time:       776 |       7702 |                 requests.adapters
import time:       811 |       8512 |               requests.sessions
import time:       811 |       9323 |             requests.api
import time:      1238 |     140299 |           requests
import time:       849 |        849 |               tqdm._monitor
import time:      1044 |       1044 |               tqdm._tqdm_pandas
import time:       810 |        810 |                           colorama.ansi
import time:       954 |        954 |                               ctypes.wintypes
import time:       754 |       1708 |                             colorama.win32
import time:       820 |       2528 |                           colorama.winterm
import time:      1056 |       4394 |                         colorama.ansitowin32
import time:       911 |       5304 |                       colorama.initialise
import time:       949 |       6253 |                     colorama
import time:      1717 |       7969 |                   tqdm.utils
import time:      1210 |       9179 |                 tqdm.std
import time:       610 |        610 |                   tqdm._dist_ver
import time:       890 |       1500 |                 tqdm.version
import time:      1095 |      11772 |               tqdm.cli
import time:       897 |        897 |               tqdm.gui
import time:       997 |      15557 |             tqdm
import time:       687 |        687 |             tqdm.autonotebook
import time:       822 |        822 |                   asyncio.constants
import time:       572 |        572 |                       asyncio.format_helpers
import time:       651 |       1223 |                     asyncio.base_futures
import time:       756 |        756 |                     asyncio.log
import time:       910 |       2888 |                   asyncio.coroutines
import time:       938 |        938 |                       asyncio.exceptions
import time:       896 |        896 |                       asyncio.base_tasks
import time:      1116 |       2949 |                     _asyncio
import time:      1028 |       3976 |                   asyncio.events
import time:       932 |        932 |                   asyncio.futures
import time:       840 |        840 |                   asyncio.protocols
import time:       825 |        825 |                     asyncio.transports
import time:       967 |       1792 |                   asyncio.sslproto
import time:       753 |        753 |                       asyncio.mixins
import time:      1163 |       1163 |                       asyncio.tasks
import time:       866 |       2780 |                     asyncio.locks
import time:       951 |       3731 |                   asyncio.staggered
import time:       909 |        909 |                   asyncio.trsock
import time:      1356 |      17242 |                 asyncio.base_events
import time:       813 |        813 |                 asyncio.runners
import time:       898 |        898 |                 asyncio.queues
import time:      1558 |       1558 |                 asyncio.streams
import time:       962 |        962 |                 asyncio.subprocess
import time:       785 |        785 |                 asyncio.threads
import time:      1364 |       1364 |                   _overlapped
import time:      1478 |       1478 |                   asyncio.base_subprocess
import time:      1155 |       1155 |                   asyncio.proactor_events
import time:      1119 |       1119 |                   asyncio.selector_events
import time:       885 |        885 |                   asyncio.windows_utils
import time:      1302 |       7301 |                 asyncio.windows_events
import time:      1034 |      30591 |               asyncio
import time:       752 |      31342 |             tqdm.asyncio
import time:       819 |      48404 |           tqdm.auto
import time:       951 |        951 |             tqdm.contrib
import time:      1127 |       2078 |           tqdm.contrib.concurrent
import time:      1223 |       1223 |           huggingface_hub.constants
import time:      1079 |       1079 |             huggingface_hub.errors
import time:       757 |        757 |                 _uuid
import time:      1408 |       2164 |               uuid
import time:      1058 |       1058 |                   huggingface_hub.utils.tqdm
import time:      2167 |       2167 |                     configparser
import time:     16106 |      16106 |                     huggingface_hub.utils._runtime
import time:       938 |      19211 |                   huggingface_hub.utils._auth
import time:      1610 |       1610 |                   huggingface_hub.utils._cache_assets
import time:      1699 |       1699 |                           gettext
import time:      1336 |       3034 |                         argparse
import time:       988 |       4022 |                       huggingface_hub.commands
import time:      1287 |       5309 |                     huggingface_hub.commands._cli_utils
import time:       999 |        999 |                     huggingface_hub.utils.logging
import time:      4146 |      10453 |                   huggingface_hub.utils._cache_manager
import time:      1066 |       1066 |                   huggingface_hub.utils._chunk_utils
import time:       938 |        938 |                   huggingface_hub.utils._datetime
import time:      1067 |       1067 |                   huggingface_hub.utils._experimental
import time:      1147 |       1147 |                       yaml.error
import time:      1094 |       1094 |                       yaml.tokens
import time:       958 |        958 |                       yaml.events
import time:       815 |        815 |                       yaml.nodes
import time:      4809 |       4809 |                         yaml.reader
import time:      1371 |       1371 |                         yaml.scanner
import time:      1019 |       1019 |                         yaml.parser
import time:       982 |        982 |                         yaml.composer
import time:      1720 |       1720 |                         yaml.constructor
import time:      2374 |       2374 |                         yaml.resolver
import time:       993 |      13266 |                       yaml.loader
import time:      1263 |       1263 |                         yaml.emitter
import time:       953 |        953 |                         yaml.serializer
import time:      1123 |       1123 |                         yaml.representer
import time:      1231 |       4568 |                       yaml.dumper
import time:      1277 |       1277 |                         yaml._yaml
import time:      1276 |       2553 |                       yaml.cyaml
import time:      1517 |      25915 |                     yaml
import time:       928 |        928 |                         filelock._error
import time:      1771 |       2699 |                       filelock._api
import time:       841 |        841 |                         filelock._util
import time:       953 |       1793 |                       filelock._soft
import time:       907 |        907 |                       filelock._unix
import time:       882 |        882 |                       filelock._windows
import time:      2038 |       2038 |                       filelock.asyncio
import time:      1117 |       1117 |                       filelock.version
import time:      1455 |      10887 |                     filelock
import time:      1307 |      38108 |                   huggingface_hub.utils._fixes
import time:      1105 |       1105 |                     huggingface_hub.utils._subprocess
import time:      1545 |       2649 |                   huggingface_hub.utils._git_credential
import time:       683 |        683 |                     huggingface_hub.utils._deprecation
import time:       739 |        739 |                       huggingface_hub.utils._typing
import time:       881 |       1619 |                     huggingface_hub.utils._validators
import time:      1041 |       3343 |                   huggingface_hub.utils._headers
import time:       840 |        840 |                   huggingface_hub.utils._hf_folder
import time:      1812 |       1812 |                     shlex
import time:       992 |        992 |                     huggingface_hub.utils._lfs
import time:      2108 |       4911 |                   huggingface_hub.utils._http
import time:       918 |        918 |                   huggingface_hub.utils._pagination
import time:       943 |        943 |                   huggingface_hub.utils._paths
import time:      1710 |       1710 |                   huggingface_hub.utils._safetensors
import time:      1197 |       1197 |                   huggingface_hub.utils._telemetry
import time:      2173 |       2173 |                   huggingface_hub.utils._xet
import time:      1346 |      93535 |                 huggingface_hub.utils
import time:      2299 |      95833 |               huggingface_hub._local_folder
import time:       718 |        718 |                 huggingface_hub.utils.insecure_hashlib
import time:       886 |       1603 |               huggingface_hub.utils.sha
import time:      2221 |     101819 |             huggingface_hub.file_download
import time:      1572 |       1572 |             huggingface_hub.lfs
import time:      2631 |     107101 |           huggingface_hub._commit_api
import time:      1750 |       1750 |           huggingface_hub._inference_endpoints
import time:      1742 |       1742 |             huggingface_hub._space_api
import time:      1902 |       3644 |           huggingface_hub._jobs_api
import time:      1420 |       1420 |           huggingface_hub._upload_large_folder
import time:      3368 |       3368 |           huggingface_hub.community
import time:      2019 |       2019 |           huggingface_hub.repocard_data
import time:       841 |        841 |           huggingface_hub.utils.endpoint_helpers
import time:      1255 |       1255 |           packaging
import time:       866 |        866 |             packaging._structures
import time:      2900 |       3765 |           packaging.version
import time:      2644 |       2644 |                   regex._regex
import time:      6140 |       8783 |                 regex._regex_core
import time:       184 |        184 |                 regex.DEFAULT_VERSION
import time:      1338 |      10304 |               regex.regex
import time:      1147 |      11451 |             regex
import time:      1021 |       1021 |             transformers.utils.doc
import time:       997 |        997 |               transformers.utils.logging
import time:     45521 |      45521 |               transformers.utils.import_utils
import time:      1145 |       1145 |                 glob
import time:      2710 |       2710 |                 typing_extensions
import time:      1648 |       1648 |                 torch._utils
import time:       727 |        727 |                     torch._strobelight
import time:        64 |         64 |                         gc
import time:       821 |        885 |                       timeit
import time:       854 |       1739 |                     torch._strobelight.cli_function_profiler
import time:      1098 |       3562 |                   torch._strobelight.compile_time_profiler
import time:      1065 |       4627 |                 torch._utils_internal
import time:       663 |        663 |                       torch._vendor
import time:       926 |       1588 |                     torch._vendor.packaging
import time:       711 |        711 |                     torch._vendor.packaging._structures
import time:      1546 |       3845 |                   torch._vendor.packaging.version
import time:       798 |        798 |                   torch.version
import time:       897 |       5538 |                 torch.torch_version
import time:      1478 |       1478 |                 sysconfig
import time:     34104 |      34104 |                 torch._C
import time:       720 |        720 |                   torch._namedtensor_internals
import time:      2477 |       2477 |                   torch.overrides
import time:      1636 |       4832 |                 torch._tensor
import time:      1264 |       1264 |                   torch.types
import time:      2217 |       3481 |                 torch.storage
import time:       867 |        867 |                   torch.amp.autocast_mode
import time:       847 |        847 |                   torch.amp.grad_scaler
import time:       746 |       2458 |                 torch.amp
import time:       670 |        670 |                 torch.random
import time:      1416 |       1416 |                   difflib
import time:       326 |        326 |                     pwd
import time:       259 |        259 |                     grp
import time:      1375 |       1959 |                   tarfile
import time:       831 |        831 |                   torch._weights_only_unpickler
import time:       902 |        902 |                   torch._sources
import time:      1628 |       6735 |                 torch.serialization
import time:      1355 |       1355 |                 torch._tensor_str
import time:      1171 |       1171 |                   torch.cuda.gds
import time:       668 |        668 |                   torch.cuda._utils
import time:       747 |        747 |                   torch.cuda.graphs
import time:       583 |        583 |                     torch._streambase
import time:       688 |       1270 |                   torch.cuda.streams
import time:       315 |        315 |                   pynvml
import time:       743 |        743 |                     torch.cuda._memory_viz
import time:      1329 |       2072 |                   torch.cuda.memory
import time:       744 |        744 |                   torch.cuda.random
import time:       770 |        770 |                     torch.cuda.amp.autocast_mode
import time:       648 |        648 |                     torch.cuda.amp.common
import time:       557 |        557 |                     torch.cuda.amp.grad_scaler
import time:       826 |       2800 |                   torch.cuda.amp
import time:       653 |        653 |                   torch.cuda.jiterator
import time:       698 |        698 |                   torch.cuda.nvtx
import time:       708 |        708 |                   torch.cuda.profiler
import time:       621 |        621 |                   torch.cuda.sparse
import time:       756 |        756 |                   torch.cuda.tunable
import time:      5776 |      18994 |                 torch.cuda
import time:       468 |        468 |                     torch.sparse._semi_structured_conversions
import time:       645 |        645 |                     torch.sparse._semi_structured_ops
import time:      1121 |       2233 |                   torch.sparse.semi_structured
import time:       752 |       2985 |                 torch.sparse
import time:      1058 |       1058 |                 torch._compile
import time:       875 |        875 |                 torch._VF
import time:       832 |        832 |                       torch.nn.parameter
import time:      1758 |       1758 |                           torch._prims_common
import time:       809 |        809 |                               torch.utils.backcompat
import time:      1004 |       1004 |                               torch.utils.collect_env
import time:       671 |        671 |                                       multiprocessing.process
import time:       817 |        817 |                                       multiprocessing.reduction
import time:       854 |       2341 |                                     multiprocessing.context
import time:       694 |       3035 |                                   multiprocessing
import time:       963 |        963 |                                       cmd
import time:       932 |        932 |                                       bdb
import time:       591 |        591 |                                         codeop
import time:       757 |       1348 |                                       code
import time:       777 |        777 |                                       pprint
import time:      1113 |       5130 |                                     pdb
import time:       617 |        617 |                                       torch.utils._typing_utils
import time:       522 |        522 |                                           torch.distributed.logging_handlers
import time:       745 |       1267 |                                         torch.distributed.c10d_logger
import time:       595 |        595 |                                         torch.distributed.constants
import time:       713 |        713 |                                         torch.distributed.rendezvous
import time:      2136 |       4709 |                                       torch.distributed.distributed_c10d
import time:      1635 |       6960 |                                     torch.distributed.device_mesh
import time:       799 |        799 |                                     torch.distributed.remote_device
import time:      3366 |      16253 |                                   torch.distributed
import time:       577 |        577 |                                                   torch.utils.data.datapipes._hook_iterator
import time:       699 |       1276 |                                                 torch.utils.data.datapipes._typing
import time:       431 |        431 |                                                   torch.utils._import_utils
import time:       587 |        587 |                                                     torch.utils.data.datapipes.utils
import time:      1761 |       2347 |                                                   torch.utils.data.datapipes.utils.common
import time:      1263 |       1263 |                                                   torch.utils.data.dataset
import time:      1034 |       5074 |                                                 torch.utils.data.datapipes.datapipe
import time:       706 |       7055 |                                               torch.utils.data.datapipes._decorator
import time:       564 |        564 |                                                 torch.utils.data.datapipes.dataframe.dataframe_wrapper
import time:       669 |       1233 |                                               torch.utils.data.datapipes.dataframe.structures
